wordId:ID,word:String,num:INT,:LABEL
0,中财网,8,SWORD
1,财经,3115,SWORD
2,总裁,30723,SWORD
3,大人,8847,SWORD
4,行行好,6,SWORD
5,传媒,3204,SWORD
6,教师节,15675,SWORD
7,全文,41426,SWORD
8,男子,10508,SWORD
9,墓碑,644,SWORD
10,黄岩岛,124,SWORD
11,海图,16,SWORD
12,笑傲江湖,3564,SWORD
13,电视剧,76894,SWORD
14,任贤齐,568,SWORD
15,名字,45586,SWORD
16,女孩,22373,SWORD
17,海运,412,SWORD
18,行李,3036,SWORD
19,堪培拉,24,SWORD
20,天价,2671,SWORD
21,宝贝,14991,SWORD
22,表情,12222,SWORD
23,动态,10029,SWORD
24,图片,397061,SWORD
25,征文,1441,SWORD
26,字,74992,SWORD
27,联通,15665,SWORD
28,营业厅,10512,SWORD
29,豪门,12059,SWORD
30,重生,88233,SWORD
31,韭菜,2603,SWORD
32,炒鸡蛋,1287,SWORD
33,王者,107157,SWORD
34,荣耀,111365,SWORD
35,虎牙,2102,SWORD
36,楚河,516,SWORD
37,三国演义,2589,SWORD
38,小说,182276,SWORD
39,最新消息,11732,SWORD
40,诗句,10312,SWORD
41,祝福,6121,SWORD
42,七位数,259,SWORD
43,开奖,21031,SWORD
44,结果,22279,SWORD
45,以色列,1163,SWORD
46,停车场,1213,SWORD
47,天龙,2393,SWORD
48,家庭,13237,SWORD
49,农场,2528,SWORD
50,新旧,188,SWORD
51,圣经,1088,SWORD
52,威灵仙,24,SWORD
53,临泉,302,SWORD
54,长官,346,SWORD
55,早安,4059,SWORD
56,总统,8753,SWORD
57,孟州,57,SWORD
58,电信,13055,SWORD
59,电子,14105,SWORD
60,发票,3154,SWORD
61,鸡丝,50,SWORD
62,汤,12070,SWORD
63,全民,12614,SWORD
64,歌,36518,SWORD
65,炸,2659,SWORD
66,葱花,204,SWORD
67,冰川,1864,SWORD
68,重庆,34308,SWORD
69,餐馆,1152,SWORD
70,发生爆炸,927,SWORD
71,馍,282,SWORD
72,家常,7189,SWORD
73,百度,119925,SWORD
74,云,97392,SWORD
75,小舅,26,SWORD
76,太坏,482,SWORD
77,坦克,3849,SWORD
78,时光,4142,SWORD
79,秘密,9937,SWORD
80,中国电信,1339,SWORD
81,月亮,6883,SWORD
82,酵母,574,SWORD
83,馒头,1723,SWORD
84,方法,48584,SWORD
85,图集,440,SWORD
86,腾讯,20306,SWORD
87,新闻,13074,SWORD
88,身份,4270,SWORD
89,类别,520,SWORD
90,白袍,98,SWORD
91,法师,6043,SWORD
92,黄石,1466,SWORD
93,东岳,198,SWORD
94,派出所,3943,SWORD
95,电话,67706,SWORD
96,双沟,169,SWORD
97,业务,4993,SWORD
98,待遇,6922,SWORD
99,口子,778,SWORD
100,窖,392,SWORD
101,文,19929,SWORD
102,王国,8299,SWORD
103,价格表,16715,SWORD
104,专属,2889,SWORD
105,小丫头,267,SWORD
106,茄子,2663,SWORD
107,大件,144,SWORD
108,安徽,15881,SWORD
109,滁州,1445,SWORD
110,石坝,77,SWORD
111,镇,18801,SWORD
112,骨质,232,SWORD
113,性,8882,SWORD
114,关节炎,432,SWORD
115,虎皮,828,SWORD
116,尖椒,287,SWORD
117,世界,117268,SWORD
118,澳洲,2214,SWORD
119,费用,7938,SWORD
120,价格,80844,SWORD
121,梅河口,168,SWORD
122,济南,21196,SWORD
123,火车票,13152,SWORD
124,南洋,924,SWORD
125,邪术,222,SWORD
126,电影,134314,SWORD
127,炸油条,39,SWORD
128,配方,4813,SWORD
129,朝阳区,1301,SWORD
130,庄户,31,SWORD
131,邮编,12428,SWORD
132,农历,3040,SWORD
133,星座,8769,SWORD
134,含义,6257,SWORD
135,天才,7306,SWORD
136,小熊猫,543,SWORD
137,图,56822,SWORD
138,帝王,3271,SWORD
139,皇妃,2348,SWORD
140,广告,9646,SWORD
141,软件,64705,SWORD
142,新娘,5773,SWORD
143,中国,156180,SWORD
144,证券网,22,SWORD
145,怪病,36,SWORD
146,洗洁精,302,SWORD
147,周,19626,SWORD
148,肚子,13957,SWORD
149,酱,2907,SWORD
150,蒜苔,107,SWORD
151,作品,10370,SWORD
152,滴滴,10347,SWORD
153,快车,3524,SWORD
154,司机,8099,SWORD
155,手抄报,12970,SWORD
156,公安局,3775,SWORD
157,哺乳期,3326,SWORD
158,月经,19042,SWORD
159,乐园,7037,SWORD
160,忐忑不安,35,SWORD
161,意思,131027,SWORD
162,李,8772,SWORD
163,功效,52125,SWORD
164,鸽子,2838,SWORD
165,战神,7251,SWORD
166,回家,5172,SWORD
167,首席,4307,SWORD
168,咬一口,73,SWORD
169,弩弓,64,SWORD
170,枪,4127,SWORD
171,商城,7782,SWORD
172,植物,14794,SWORD
173,基地,5202,SWORD
174,银行,31391,SWORD
175,手机,288345,SWORD
176,客户端,4330,SWORD
177,糖醋,790,SWORD
178,鲤鱼,4648,SWORD
179,私人,2323,SWORD
180,口镇,186,SWORD
181,李子树,43,SWORD
182,根部,1312,SWORD
183,脓包,935,SWORD
184,宝宝,55269,SWORD
185,小名,1027,SWORD
186,洋气,776,SWORD
187,男女,6856,SWORD
188,聊天记录,1671,SWORD
189,美丽,9503,SWORD
190,作文,51189,SWORD
191,世纪,8942,SWORD
192,托运,3256,SWORD
193,规定,12135,SWORD
194,花朵,1666,SWORD
